date,UTRGRID100,seconde,hotspot_category,is_hotspot
2017-05-01,1339_4577,622,10-15 min,True
2017-05-01,1348_4539,308,5-10 min,False
2017-05-02,1345_4541,365,5-10 min,False
2017-05-02,1346_4540,314,5-10 min,False
2017-05-02,1346_4541,483,5-10 min,False
2017-05-02,1346_4542,357,5-10 min,False
2017-05-02,1347_4547,305,5-10 min,False
2017-05-02,1348_4546,310,5-10 min,False
2017-05-02,1349_4546,417,5-10 min,False
2017-05-02,1349_4547,734,10-15 min,True
2017-05-02,1349_4548,403,5-10 min,False
2017-05-02,1350_4547,493,5-10 min,False
2017-05-02,1353_4542,419,5-10 min,False
2017-05-02,1353_4543,624,10-15 min,True
2017-05-02,1353_4544,486,5-10 min,False
2017-05-02,1354_4542,617,10-15 min,True
2017-05-02,1354_4543,542,5-10 min,False
2017-05-02,1354_4544,459,5-10 min,False
2017-05-02,1355_4542,332,5-10 min,False
2017-05-02,1355_4543,424,5-10 min,False
2017-05-03,1359_4550,476,5-10 min,False
2017-05-03,1359_4551,874,10-15 min,True
2017-05-03,1360_4549,789,10-15 min,True
2017-05-03,1360_4550,950,15+ min,True
2017-05-03,1360_4551,590,5-10 min,False
2017-05-03,1361_4543,365,5-10 min,False
2017-05-03,1361_4544,315,5-10 min,False
2017-05-03,1361_4547,674,10-15 min,True
2017-05-03,1361_4548,444,5-10 min,False
2017-05-03,1361_4549,332,5-10 min,False
2017-05-03,1361_4550,349,5-10 min,False
2017-05-03,1361_4551,529,5-10 min,False
2017-05-03,1362_4544,438,5-10 min,False
2017-05-03,1362_4545,305,5-10 min,False
2017-05-03,1362_4546,525,5-10 min,False
2017-05-03,1363_4544,581,5-10 min,False
2017-05-03,1363_4547,497,5-10 min,False
2017-05-03,1364_4545,467,5-10 min,False
2017-05-03,1364_4546,378,5-10 min,False
2017-05-03,1365_4534,582,5-10 min,False
2017-05-04,1356_4539,300,<5 min,False
2017-05-04,1356_4540,491,5-10 min,False
2017-05-04,1356_4541,426,5-10 min,False
2017-05-04,1357_4532,556,5-10 min,False
2017-05-04,1357_4533,605,10-15 min,True
2017-05-04,1357_4534,496,5-10 min,False
2017-05-04,1357_4535,489,5-10 min,False
2017-05-04,1357_4536,698,10-15 min,True
2017-05-04,1357_4537,468,5-10 min,False
2017-05-04,1357_4538,411,5-10 min,False
2017-05-04,1358_4532,546,5-10 min,False
2017-05-05,1348_4540,2425,15+ min,True
2017-05-05,1353_4525,444,5-10 min,False
2017-05-05,1354_4525,594,5-10 min,False
2017-05-05,1354_4526,308,5-10 min,False
2017-05-08,1344_4539,637,10-15 min,True
2017-05-08,1344_4540,448,5-10 min,False
2017-05-08,1344_4541,524,5-10 min,False
2017-05-08,1344_4542,364,5-10 min,False
2017-05-08,1344_4543,510,5-10 min,False
2017-05-08,1345_4538,396,5-10 min,False
2017-05-08,1345_4539,368,5-10 min,False
2017-05-08,1345_4540,979,15+ min,True
2017-05-08,1345_4541,798,10-15 min,True
2017-05-08,1345_4542,573,5-10 min,False
2017-05-08,1346_4540,696,10-15 min,True
2017-05-08,1346_4541,664,10-15 min,True
2017-05-08,1346_4542,325,5-10 min,False
2017-05-08,1347_4541,330,5-10 min,False
2017-05-08,1347_4542,333,5-10 min,False
2017-05-08,1347_4544,417,5-10 min,False
2017-05-08,1348_4538,749,10-15 min,True
2017-05-08,1348_4540,704,10-15 min,True
2017-05-08,1348_4541,305,5-10 min,False
2017-05-08,1348_4542,452,5-10 min,False
2017-05-08,1348_4543,922,15+ min,True
2017-05-08,1349_4539,406,5-10 min,False
2017-05-09,1348_4546,509,5-10 min,False
2017-05-09,1348_4547,631,10-15 min,True
2017-05-09,1349_4544,432,5-10 min,False
2017-05-09,1349_4545,375,5-10 min,False
2017-05-09,1349_4546,326,5-10 min,False
2017-05-09,1349_4547,455,5-10 min,False
2017-05-09,1349_4549,337,5-10 min,False
2017-05-09,1350_4542,638,10-15 min,True
2017-05-09,1350_4543,352,5-10 min,False
2017-05-09,1351_4540,323,5-10 min,False
2017-05-09,1351_4541,536,5-10 min,False
2017-05-09,1351_4542,378,5-10 min,False
2017-05-09,1351_4543,439,5-10 min,False
2017-05-09,1351_4544,384,5-10 min,False
2017-05-09,1351_4550,483,5-10 min,False
2017-05-09,1351_4551,482,5-10 min,False
2017-05-09,1352_4541,521,5-10 min,False
2017-05-09,1352_4542,811,10-15 min,True
2017-05-09,1352_4543,438,5-10 min,False
2017-05-09,1352_4546,345,5-10 min,False
2017-05-09,1352_4551,594,5-10 min,False
2017-05-09,1353_4546,442,5-10 min,False
2017-05-10,1353_4543,611,10-15 min,True
2017-05-10,1353_4544,419,5-10 min,False
2017-05-10,1354_4537,339,5-10 min,False
2017-05-10,1354_4538,455,5-10 min,False
2017-05-10,1354_4539,485,5-10 min,False
2017-05-10,1354_4540,500,5-10 min,False
2017-05-10,1354_4542,371,5-10 min,False
2017-05-10,1354_4543,361,5-10 min,False
2017-05-10,1354_4544,418,5-10 min,False
2017-05-10,1355_4538,553,5-10 min,False
2017-05-10,1355_4539,380,5-10 min,False
2017-05-10,1355_4540,727,10-15 min,True
2017-05-10,1355_4543,436,5-10 min,False
2017-05-10,1356_4534,682,10-15 min,True
2017-05-10,1356_4538,800,10-15 min,True
2017-05-10,1356_4539,562,5-10 min,False
2017-05-10,1356_4540,323,5-10 min,False
2017-05-10,1365_4534,1118,15+ min,True
2017-05-11,1354_4526,306,5-10 min,False
2017-05-11,1355_4526,343,5-10 min,False
2017-05-11,1359_4550,356,5-10 min,False
2017-05-11,1360_4549,728,10-15 min,True
2017-05-11,1361_4536,311,5-10 min,False
2017-05-11,1361_4537,437,5-10 min,False
2017-05-11,1361_4538,316,5-10 min,False
2017-05-11,1361_4547,1239,15+ min,True
2017-05-11,1361_4548,1112,15+ min,True
2017-05-11,1362_4545,343,5-10 min,False
2017-05-11,1362_4546,910,15+ min,True
2017-05-11,1362_4547,565,5-10 min,False
2017-05-11,1363_4544,415,5-10 min,False
2017-05-11,1363_4545,460,5-10 min,False
2017-05-12,1348_4540,2404,15+ min,True
2017-05-12,1352_4531,305,5-10 min,False
2017-05-12,1352_4532,312,5-10 min,False
2017-05-12,1353_4530,303,5-10 min,False
2017-05-12,1354_4526,339,5-10 min,False
2017-05-12,1354_4530,578,5-10 min,False
2017-05-12,1354_4532,504,5-10 min,False
2017-05-12,1355_4530,410,5-10 min,False
2017-05-12,1355_4531,399,5-10 min,False
2017-05-12,1356_4531,331,5-10 min,False
2017-05-15,1341_4544,351,5-10 min,False
2017-05-15,1342_4543,632,10-15 min,True
2017-05-15,1342_4544,590,5-10 min,False
2017-05-15,1342_4545,314,5-10 min,False
2017-05-15,1343_4543,1695,15+ min,True
2017-05-15,1343_4544,567,5-10 min,False
2017-05-15,1343_4545,326,5-10 min,False
2017-05-15,1344_4542,576,5-10 min,False
2017-05-15,1344_4543,532,5-10 min,False
2017-05-15,1344_4544,716,10-15 min,True
2017-05-15,1344_4546,383,5-10 min,False
2017-05-15,1345_4540,309,5-10 min,False
2017-05-15,1345_4541,478,5-10 min,False
2017-05-15,1345_4542,329,5-10 min,False
2017-05-15,1345_4545,461,5-10 min,False
2017-05-15,1346_4540,543,5-10 min,False
2017-05-15,1346_4541,576,5-10 min,False
2017-05-15,1347_4541,404,5-10 min,False
2017-05-15,1349_4531,340,5-10 min,False
2017-05-15,1352_4529,321,5-10 min,False
2017-05-15,1353_4530,338,5-10 min,False
2017-05-15,1354_4530,437,5-10 min,False
2017-05-16,1346_4547,499,5-10 min,False
2017-05-16,1347_4545,448,5-10 min,False
2017-05-16,1347_4546,312,5-10 min,False
2017-05-16,1347_4547,419,5-10 min,False
2017-05-16,1348_4546,395,5-10 min,False
2017-05-16,1348_4547,598,5-10 min,False
2017-05-16,1348_4548,554,5-10 min,False
2017-05-16,1349_4536,357,5-10 min,False
2017-05-16,1349_4546,501,5-10 min,False
2017-05-16,1349_4547,1111,15+ min,True
2017-05-16,1349_4548,308,5-10 min,False
2017-05-16,1349_4549,655,10-15 min,True
2017-05-16,1350_4542,352,5-10 min,False
2017-05-16,1350_4544,354,5-10 min,False
2017-05-16,1351_4542,442,5-10 min,False
2017-05-16,1351_4543,493,5-10 min,False
2017-05-16,1351_4544,306,5-10 min,False
2017-05-16,1351_4545,404,5-10 min,False
2017-05-16,1352_4532,335,5-10 min,False
2017-05-16,1352_4542,306,5-10 min,False
2017-05-16,1360_4524,342,5-10 min,False
2017-05-16,1365_4534,316,5-10 min,False
2017-05-17,1352_4529,303,5-10 min,False
2017-05-17,1353_4530,306,5-10 min,False
2017-05-17,1354_4530,413,5-10 min,False
2017-05-17,1354_4539,459,5-10 min,False
2017-05-17,1354_4540,529,5-10 min,False
2017-05-17,1355_4538,513,5-10 min,False
2017-05-17,1355_4539,423,5-10 min,False
2017-05-17,1355_4540,815,10-15 min,True
2017-05-17,1356_4538,959,15+ min,True
2017-05-17,1356_4539,1062,15+ min,True
2017-05-17,1356_4540,962,15+ min,True
2017-05-17,1356_4541,691,10-15 min,True
2017-05-17,1357_4532,420,5-10 min,False
2017-05-17,1357_4533,865,10-15 min,True
2017-05-17,1357_4534,702,10-15 min,True
2017-05-17,1357_4535,782,10-15 min,True
2017-05-17,1357_4536,1012,15+ min,True
2017-05-17,1357_4537,780,10-15 min,True
2017-05-17,1357_4538,550,5-10 min,False
2017-05-17,1357_4539,353,5-10 min,False
2017-05-17,1358_4532,565,5-10 min,False
2017-05-17,1360_4532,503,5-10 min,False
2017-05-18,1359_4544,356,5-10 min,False
2017-05-18,1359_4551,389,5-10 min,False
2017-05-18,1360_4544,704,10-15 min,True
2017-05-18,1360_4549,350,5-10 min,False
2017-05-18,1360_4550,347,5-10 min,False
2017-05-18,1360_4551,652,10-15 min,True
2017-05-18,1361_4544,373,5-10 min,False
2017-05-18,1361_4548,417,5-10 min,False
2017-05-18,1361_4549,338,5-10 min,False
2017-05-18,1361_4550,371,5-10 min,False
2017-05-18,1361_4551,379,5-10 min,False
2017-05-18,1362_4544,501,5-10 min,False
2017-05-18,1362_4547,584,5-10 min,False
2017-05-18,1362_4548,408,5-10 min,False
2017-05-18,1363_4545,424,5-10 min,False
2017-05-18,1363_4546,505,5-10 min,False
2017-05-18,1363_4547,398,5-10 min,False
2017-05-18,1364_4545,724,10-15 min,True
2017-05-18,1364_4546,575,5-10 min,False
2017-05-18,1365_4546,455,5-10 min,False
2017-05-19,1348_4540,1254,15+ min,True
2017-05-19,1355_4531,364,5-10 min,False
2017-05-19,1356_4531,436,5-10 min,False
2017-05-19,1357_4531,381,5-10 min,False
2017-05-22,1342_4543,719,10-15 min,True
2017-05-22,1342_4544,320,5-10 min,False
2017-05-22,1343_4541,793,10-15 min,True
2017-05-22,1343_4542,626,10-15 min,True
2017-05-22,1343_4543,1135,15+ min,True
2017-05-22,1343_4544,429,5-10 min,False
2017-05-22,1344_4539,594,5-10 min,False
2017-05-22,1344_4540,792,10-15 min,True
2017-05-22,1344_4541,581,5-10 min,False
2017-05-22,1344_4542,301,5-10 min,False
2017-05-22,1344_4544,389,5-10 min,False
2017-05-22,1344_4545,324,5-10 min,False
2017-05-22,1344_4546,401,5-10 min,False
2017-05-22,1345_4538,636,10-15 min,True
2017-05-22,1345_4539,989,15+ min,True
2017-05-22,1345_4540,621,10-15 min,True
2017-05-22,1345_4545,579,5-10 min,False
2017-05-22,1346_4540,346,5-10 min,False
2017-05-22,1347_4540,338,5-10 min,False
2017-05-22,1349_4536,376,5-10 min,False
2017-05-22,1352_4531,322,5-10 min,False
2017-05-22,1352_4532,316,5-10 min,False
2017-05-22,1354_4526,306,5-10 min,False
2017-05-23,1348_4546,329,5-10 min,False
2017-05-23,1350_4547,335,5-10 min,False
2017-05-23,1350_4550,306,5-10 min,False
2017-05-23,1352_4543,444,5-10 min,False
2017-05-23,1352_4550,369,5-10 min,False
2017-05-23,1353_4542,470,5-10 min,False
2017-05-23,1353_4543,772,10-15 min,True
2017-05-23,1353_4544,519,5-10 min,False
2017-05-23,1353_4546,376,5-10 min,False
2017-05-23,1353_4548,334,5-10 min,False
2017-05-23,1354_4542,551,5-10 min,False
2017-05-23,1354_4543,556,5-10 min,False
2017-05-23,1354_4544,557,5-10 min,False
2017-05-23,1354_4545,344,5-10 min,False
2017-05-23,1354_4546,600,5-10 min,True
2017-05-23,1354_4547,461,5-10 min,False
2017-05-23,1355_4542,333,5-10 min,False
2017-05-23,1355_4543,966,15+ min,True
2017-05-23,1355_4545,508,5-10 min,False
2017-05-23,1355_4546,457,5-10 min,False
2017-05-23,1356_4548,369,5-10 min,False
2017-05-23,1361_4537,455,5-10 min,False
2017-05-24,1354_4539,376,5-10 min,False
2017-05-24,1354_4540,473,5-10 min,False
2017-05-24,1355_4538,326,5-10 min,False
2017-05-24,1355_4539,385,5-10 min,False
2017-05-24,1355_4540,765,10-15 min,True
2017-05-24,1356_4538,494,5-10 min,False
2017-05-24,1356_4539,368,5-10 min,False
2017-05-24,1356_4540,351,5-10 min,False
2017-05-24,1358_4532,333,5-10 min,False
2017-05-24,1358_4533,683,10-15 min,True
2017-05-24,1359_4532,450,5-10 min,False
2017-05-24,1360_4532,500,5-10 min,False
2017-05-24,1362_4540,315,5-10 min,False
2017-05-24,1363_4540,1398,15+ min,True
2017-05-24,1364_4539,951,15+ min,True
2017-05-24,1365_4534,1094,15+ min,True
2017-05-24,1365_4539,718,10-15 min,True
2017-05-29,1344_4542,384,5-10 min,False
2017-05-29,1344_4543,518,5-10 min,False
2017-05-29,1344_4544,455,5-10 min,False
2017-05-29,1345_4541,399,5-10 min,False
2017-05-29,1345_4542,802,10-15 min,True
2017-05-29,1345_4543,1019,15+ min,True
2017-05-29,1345_4544,498,5-10 min,False
2017-05-29,1346_4540,429,5-10 min,False
2017-05-29,1346_4541,671,10-15 min,True
2017-05-29,1346_4542,446,5-10 min,False
2017-05-29,1346_4543,910,15+ min,True
2017-05-29,1346_4544,496,5-10 min,False
2017-05-29,1346_4545,376,5-10 min,False
2017-05-29,1347_4541,314,5-10 min,False
2017-05-29,1347_4544,469,5-10 min,False
2017-05-29,1347_4545,395,5-10 min,False
2017-05-29,1348_4541,454,5-10 min,False
2017-05-29,1348_4543,668,10-15 min,True
2017-05-29,1349_4536,349,5-10 min,False
2017-05-29,1351_4531,416,5-10 min,False
2017-05-29,1352_4531,632,10-15 min,True
2017-05-29,1352_4532,876,10-15 min,True
2017-05-29,1353_4534,331,5-10 min,False
2017-05-29,1354_4530,329,5-10 min,False
2017-05-29,1355_4531,334,5-10 min,False
2017-05-29,1365_4534,452,5-10 min,False
2017-05-30,1348_4546,626,10-15 min,True
2017-05-30,1348_4548,342,5-10 min,False
2017-05-30,1349_4543,414,5-10 min,False
2017-05-30,1349_4544,331,5-10 min,False
2017-05-30,1349_4546,597,5-10 min,False
2017-05-30,1349_4547,724,10-15 min,True
2017-05-30,1349_4548,452,5-10 min,False
2017-05-30,1349_4549,612,10-15 min,True
2017-05-30,1350_4541,386,5-10 min,False
2017-05-30,1350_4542,578,5-10 min,False
2017-05-30,1350_4544,362,5-10 min,False
2017-05-30,1350_4545,427,5-10 min,False
2017-05-30,1350_4547,537,5-10 min,False
2017-05-30,1350_4548,418,5-10 min,False
2017-05-30,1350_4550,377,5-10 min,False
2017-05-30,1351_4541,598,5-10 min,False
2017-05-30,1351_4542,412,5-10 min,False
2017-05-30,1351_4543,587,5-10 min,False
2017-05-30,1352_4541,508,5-10 min,False
2017-05-30,1352_4542,379,5-10 min,False
2017-05-30,1352_4543,316,5-10 min,False
2017-05-30,1353_4543,459,5-10 min,False
2017-05-30,1354_4546,309,5-10 min,False
2017-05-30,1355_4544,407,5-10 min,False
2017-05-30,1362_4535,318,5-10 min,False
2017-05-30,1365_4534,658,10-15 min,True
2017-05-31,1354_4536,572,5-10 min,False
2017-05-31,1354_4537,917,15+ min,True
2017-05-31,1354_4539,311,5-10 min,False
2017-05-31,1354_4540,436,5-10 min,False
2017-05-31,1354_4541,335,5-10 min,False
2017-05-31,1355_4532,465,5-10 min,False
2017-05-31,1355_4533,442,5-10 min,False
2017-05-31,1355_4535,351,5-10 min,False
2017-05-31,1355_4536,446,5-10 min,False
2017-05-31,1355_4537,606,10-15 min,True
2017-05-31,1355_4538,469,5-10 min,False
2017-05-31,1355_4539,315,5-10 min,False
2017-05-31,1355_4540,569,5-10 min,False
2017-05-31,1356_4532,538,5-10 min,False
2017-05-31,1356_4534,748,10-15 min,True
2017-05-31,1356_4535,380,5-10 min,False
2017-05-31,1356_4537,468,5-10 min,False
2017-05-31,1356_4538,584,5-10 min,False
2017-05-31,1356_4539,740,10-15 min,True
2017-05-31,1356_4540,488,5-10 min,False
2017-05-31,1356_4541,417,5-10 min,False
2017-05-31,1357_4532,1065,15+ min,True
2017-05-31,1357_4533,721,10-15 min,True
2017-05-31,1357_4535,437,5-10 min,False
2017-05-31,1357_4537,484,5-10 min,False
2017-06-01,1359_4544,311,5-10 min,False
2017-06-01,1359_4550,616,10-15 min,True
2017-06-01,1359_4551,986,15+ min,True
2017-06-01,1360_4543,450,5-10 min,False
2017-06-01,1360_4549,691,10-15 min,True
2017-06-01,1360_4550,312,5-10 min,False
2017-06-01,1361_4543,683,10-15 min,True
2017-06-01,1361_4544,340,5-10 min,False
2017-06-01,1361_4547,828,10-15 min,True
2017-06-01,1361_4548,452,5-10 min,False
2017-06-01,1362_4543,468,5-10 min,False
2017-06-01,1362_4544,879,10-15 min,True
2017-06-01,1362_4545,353,5-10 min,False
2017-06-01,1362_4546,635,10-15 min,True
2017-06-01,1363_4544,1174,15+ min,True
2017-06-01,1363_4545,479,5-10 min,False
2017-06-02,1342_4542,318,5-10 min,False
2017-06-02,1343_4540,370,5-10 min,False
2017-06-02,1343_4543,402,5-10 min,False
2017-06-02,1344_4539,629,10-15 min,True
2017-06-02,1344_4540,482,5-10 min,False
2017-06-02,1344_4541,485,5-10 min,False
2017-06-02,1344_4542,314,5-10 min,False
2017-06-02,1345_4538,454,5-10 min,False
2017-06-02,1345_4539,434,5-10 min,False
2017-06-02,1345_4540,487,5-10 min,False
2017-06-02,1348_4540,2203,15+ min,True
2017-06-06,1349_4544,579,5-10 min,False
2017-06-06,1349_4545,394,5-10 min,False
2017-06-06,1349_4546,431,5-10 min,False
2017-06-06,1350_4542,382,5-10 min,False
2017-06-06,1350_4543,400,5-10 min,False
2017-06-06,1350_4544,411,5-10 min,False
2017-06-06,1350_4545,340,5-10 min,False
2017-06-06,1350_4550,457,5-10 min,False
2017-06-06,1351_4541,470,5-10 min,False
2017-06-06,1351_4543,364,5-10 min,False
2017-06-06,1351_4549,447,5-10 min,False
2017-06-06,1351_4550,503,5-10 min,False
2017-06-06,1352_4541,509,5-10 min,False
2017-06-06,1352_4542,448,5-10 min,False
2017-06-06,1352_4543,394,5-10 min,False
2017-06-06,1361_4537,310,5-10 min,False
2017-06-06,1362_4534,326,5-10 min,False
2017-06-06,1362_4535,390,5-10 min,False
2017-06-06,1363_4536,346,5-10 min,False
2017-06-07,1350_4530,382,5-10 min,False
2017-06-07,1351_4530,397,5-10 min,False
2017-06-07,1352_4532,391,5-10 min,False
2017-06-07,1353_4527,378,5-10 min,False
2017-06-07,1354_4533,483,5-10 min,False
2017-06-07,1354_4537,307,5-10 min,False
2017-06-07,1354_4538,476,5-10 min,False
2017-06-07,1354_4539,697,10-15 min,True
2017-06-07,1354_4540,541,5-10 min,False
2017-06-07,1354_4541,515,5-10 min,False
2017-06-07,1355_4531,425,5-10 min,False
2017-06-07,1355_4538,434,5-10 min,False
2017-06-07,1355_4539,393,5-10 min,False
2017-06-07,1355_4540,863,10-15 min,True
2017-06-07,1356_4538,748,10-15 min,True
2017-06-07,1356_4539,606,10-15 min,True
2017-06-07,1356_4540,506,5-10 min,False
2017-06-07,1357_4532,319,5-10 min,False
2017-06-07,1357_4533,393,5-10 min,False
2017-06-07,1357_4534,326,5-10 min,False
2017-06-07,1357_4535,464,5-10 min,False
2017-06-07,1357_4536,588,5-10 min,False
2017-06-07,1357_4537,441,5-10 min,False
2017-06-07,1357_4538,331,5-10 min,False
2017-06-07,1357_4543,451,5-10 min,False
2017-06-07,1358_4543,731,10-15 min,True
2017-06-07,1359_4540,386,5-10 min,False
2017-06-07,1359_4542,313,5-10 min,False
2017-06-07,1359_4543,316,5-10 min,False
2017-06-07,1365_4534,376,5-10 min,False
2017-06-08,1359_4544,377,5-10 min,False
2017-06-08,1359_4546,300,<5 min,False
2017-06-08,1360_4549,609,10-15 min,True
2017-06-08,1361_4547,379,5-10 min,False
2017-06-08,1361_4548,447,5-10 min,False
2017-06-08,1362_4547,429,5-10 min,False
2017-06-08,1363_4547,573,5-10 min,False
2017-06-08,1364_4545,484,5-10 min,False
2017-06-08,1364_4546,542,5-10 min,False
2017-06-08,1365_4534,1055,15+ min,True
2017-06-08,1368_4538,618,10-15 min,True
2017-06-09,1342_4543,389,5-10 min,False
2017-06-09,1353_4534,316,5-10 min,False
2017-06-12,1344_4544,325,5-10 min,False
2017-06-12,1345_4539,1228,15+ min,True
2017-06-12,1345_4540,317,5-10 min,False
2017-06-12,1345_4541,375,5-10 min,False
2017-06-12,1345_4542,668,10-15 min,True
2017-06-12,1345_4543,967,15+ min,True
2017-06-12,1345_4544,527,5-10 min,False
2017-06-12,1346_4540,806,10-15 min,True
2017-06-12,1346_4541,1041,15+ min,True
2017-06-12,1346_4542,411,5-10 min,False
2017-06-12,1346_4543,374,5-10 min,False
2017-06-12,1347_4540,353,5-10 min,False
2017-06-12,1347_4541,501,5-10 min,False
2017-06-12,1347_4542,316,5-10 min,False
2017-06-12,1348_4538,436,5-10 min,False
2017-06-12,1348_4539,634,10-15 min,True
2017-06-12,1348_4540,1528,15+ min,True
2017-06-12,1348_4541,323,5-10 min,False
2017-06-12,1348_4542,354,5-10 min,False
2017-06-12,1348_4543,472,5-10 min,False
2017-06-12,1349_4536,349,5-10 min,False
2017-06-12,1349_4539,447,5-10 min,False
2017-06-12,1349_4541,455,5-10 min,False
2017-06-12,1351_4531,315,5-10 min,False
2017-06-12,1352_4529,333,5-10 min,False
2017-06-12,1352_4532,358,5-10 min,False
2017-06-12,1355_4531,344,5-10 min,False
2017-06-13,1352_4542,642,10-15 min,True
2017-06-13,1352_4551,431,5-10 min,False
2017-06-13,1353_4541,314,5-10 min,False
2017-06-13,1353_4542,685,10-15 min,True
2017-06-13,1353_4543,744,10-15 min,True
2017-06-13,1353_4544,632,10-15 min,True
2017-06-13,1353_4547,364,5-10 min,False
2017-06-13,1354_4542,525,5-10 min,False
2017-06-13,1354_4543,690,10-15 min,True
2017-06-13,1354_4544,554,5-10 min,False
2017-06-13,1354_4545,571,5-10 min,False
2017-06-13,1354_4547,415,5-10 min,False
2017-06-13,1355_4542,331,5-10 min,False
2017-06-13,1355_4543,472,5-10 min,False
2017-06-13,1355_4544,424,5-10 min,False
2017-06-13,1355_4545,508,5-10 min,False
2017-06-13,1356_4533,322,5-10 min,False
2017-06-13,1356_4534,629,10-15 min,True
2017-06-13,1357_4533,495,5-10 min,False
2017-06-13,1360_4524,615,10-15 min,True
2017-06-13,1362_4532,314,5-10 min,False
2017-06-13,1362_4535,308,5-10 min,False
2017-06-13,1362_4536,369,5-10 min,False
2017-06-13,1362_4537,309,5-10 min,False
2017-06-13,1362_4539,355,5-10 min,False
2017-06-13,1362_4540,334,5-10 min,False
2017-06-13,1363_4536,319,5-10 min,False
2017-06-13,1364_4540,301,5-10 min,False
2017-06-14,1354_4528,349,5-10 min,False
2017-06-14,1354_4537,415,5-10 min,False
2017-06-14,1354_4539,420,5-10 min,False
2017-06-14,1354_4540,599,5-10 min,False
2017-06-14,1354_4541,750,10-15 min,True
2017-06-14,1355_4529,522,5-10 min,False
2017-06-14,1355_4538,379,5-10 min,False
2017-06-14,1355_4539,471,5-10 min,False
2017-06-14,1355_4540,781,10-15 min,True
2017-06-14,1356_4538,416,5-10 min,False
2017-06-14,1356_4539,604,10-15 min,True
2017-06-14,1356_4540,543,5-10 min,False
2017-06-14,1356_4541,564,5-10 min,False
2017-06-14,1357_4535,364,5-10 min,False
2017-06-14,1357_4536,535,5-10 min,False
2017-06-14,1357_4537,485,5-10 min,False
2017-06-14,1357_4538,345,5-10 min,False
2017-06-14,1365_4534,488,5-10 min,False
2017-06-15,1359_4544,310,5-10 min,False
2017-06-15,1359_4551,372,5-10 min,False
2017-06-15,1360_4524,352,5-10 min,False
2017-06-15,1360_4549,435,5-10 min,False
2017-06-15,1360_4550,404,5-10 min,False
2017-06-15,1361_4547,339,5-10 min,False
2017-06-15,1361_4548,337,5-10 min,False
2017-06-15,1361_4550,392,5-10 min,False
2017-06-15,1361_4551,334,5-10 min,False
2017-06-15,1362_4547,417,5-10 min,False
2017-06-15,1362_4548,325,5-10 min,False
2017-06-15,1363_4544,386,5-10 min,False
2017-06-15,1364_4546,499,5-10 min,False
2017-06-15,1365_4546,300,<5 min,False
2017-06-16,1348_4540,2099,15+ min,True
2017-06-16,1352_4532,314,5-10 min,False
2017-06-16,1365_4534,436,5-10 min,False
2017-06-17,1339_4577,674,10-15 min,True
2017-06-19,1343_4543,863,10-15 min,True
2017-06-19,1343_4544,352,5-10 min,False
2017-06-19,1344_4540,429,5-10 min,False
2017-06-19,1344_4541,763,10-15 min,True
2017-06-19,1344_4544,640,10-15 min,True
2017-06-19,1345_4539,496,5-10 min,False
2017-06-19,1345_4540,1106,15+ min,True
2017-06-19,1345_4541,868,10-15 min,True
2017-06-19,1345_4542,306,5-10 min,False
2017-06-19,1345_4543,574,5-10 min,False
2017-06-19,1345_4544,680,10-15 min,True
2017-06-19,1346_4540,1234,15+ min,True
2017-06-19,1346_4541,794,10-15 min,True
2017-06-19,1346_4543,350,5-10 min,False
2017-06-19,1346_4544,302,5-10 min,False
2017-06-19,1346_4545,534,5-10 min,False
2017-06-19,1347_4545,626,10-15 min,True
2017-06-19,1349_4536,400,5-10 min,False
2017-06-19,1352_4532,373,5-10 min,False
2017-06-19,1354_4526,326,5-10 min,False
2017-06-19,1354_4528,308,5-10 min,False
2017-06-19,1355_4526,324,5-10 min,False
2017-06-20,1348_4545,355,5-10 min,False
2017-06-20,1348_4546,431,5-10 min,False
2017-06-20,1349_4543,428,5-10 min,False
2017-06-20,1349_4544,508,5-10 min,False
2017-06-20,1349_4545,307,5-10 min,False
2017-06-20,1349_4546,573,5-10 min,False
2017-06-20,1350_4541,315,5-10 min,False
2017-06-20,1350_4542,712,10-15 min,True
2017-06-20,1350_4543,422,5-10 min,False
2017-06-20,1350_4544,322,5-10 min,False
2017-06-20,1350_4545,434,5-10 min,False
2017-06-20,1350_4547,662,10-15 min,True
2017-06-20,1350_4549,381,5-10 min,False
2017-06-20,1350_4550,427,5-10 min,False
2017-06-20,1351_4541,823,10-15 min,True
2017-06-20,1351_4542,439,5-10 min,False
2017-06-20,1351_4543,765,10-15 min,True
2017-06-20,1351_4549,959,15+ min,True
2017-06-20,1351_4550,647,10-15 min,True
2017-06-20,1352_4541,662,10-15 min,True
2017-06-20,1352_4542,570,5-10 min,False
2017-06-20,1352_4543,355,5-10 min,False
2017-06-21,1344_4544,358,5-10 min,False
2017-06-21,1349_4531,300,<5 min,False
2017-06-21,1354_4526,336,5-10 min,False
2017-06-21,1354_4528,403,5-10 min,False
2017-06-21,1354_4537,418,5-10 min,False
2017-06-21,1354_4539,313,5-10 min,False
2017-06-21,1354_4540,574,5-10 min,False
2017-06-21,1354_4541,545,5-10 min,False
2017-06-21,1355_4539,346,5-10 min,False
2017-06-21,1355_4540,615,10-15 min,True
2017-06-21,1356_4539,677,10-15 min,True
2017-06-21,1356_4540,344,5-10 min,False
2017-06-21,1356_4541,359,5-10 min,False
2017-06-21,1357_4536,426,5-10 min,False
