date,UTRGRID100,seconde,hotspot_category,is_hotspot
2017-12-27,1345_4539,375,5-10 min,False
2017-12-27,1346_4540,640,10-15 min,True
2017-12-27,1346_4541,858,10-15 min,True
2017-12-27,1346_4542,551,5-10 min,False
2017-12-27,1347_4540,578,5-10 min,False
2017-12-27,1347_4541,407,5-10 min,False
2017-12-27,1347_4542,307,5-10 min,False
2017-12-27,1348_4540,999,15+ min,True
2017-12-27,1348_4541,305,5-10 min,False
2017-12-27,1348_4543,333,5-10 min,False
2017-12-28,1352_4549,679,10-15 min,True
2017-12-28,1352_4550,811,10-15 min,True
2017-12-28,1353_4546,333,5-10 min,False
2017-12-28,1353_4548,953,15+ min,True
2017-12-28,1353_4549,525,5-10 min,False
2017-12-28,1354_4546,1549,15+ min,True
2017-12-28,1354_4547,1101,15+ min,True
2017-12-28,1354_4548,524,5-10 min,False
2017-12-28,1355_4545,442,5-10 min,False
2017-12-28,1355_4546,1420,15+ min,True
2017-12-28,1355_4547,771,10-15 min,True
2017-12-28,1355_4549,1086,15+ min,True
2017-12-28,1356_4548,1073,15+ min,True
2017-12-28,1359_4551,398,5-10 min,False
2017-12-29,1348_4540,1999,15+ min,True
2018-01-02,1342_4544,817,10-15 min,True
2018-01-02,1343_4543,834,10-15 min,True
2018-01-02,1344_4539,355,5-10 min,False
2018-01-02,1344_4542,404,5-10 min,False
2018-01-02,1344_4543,611,10-15 min,True
2018-01-02,1345_4539,456,5-10 min,False
2018-01-02,1345_4540,349,5-10 min,False
2018-01-02,1345_4541,744,10-15 min,True
2018-01-02,1346_4540,1072,15+ min,True
2018-01-02,1346_4541,809,10-15 min,True
2018-01-02,1347_4540,361,5-10 min,False
2018-01-02,1348_4541,323,5-10 min,False
2018-01-02,1348_4542,490,5-10 min,False
2018-01-02,1348_4543,1070,15+ min,True
2018-01-02,1349_4541,773,10-15 min,True
2018-01-02,1354_4526,574,5-10 min,False
2018-01-02,1354_4527,397,5-10 min,False
2018-01-02,1357_4527,301,5-10 min,False
2018-01-02,1362_4534,364,5-10 min,False
2018-01-02,1362_4535,494,5-10 min,False
2018-01-02,1362_4536,325,5-10 min,False
2018-01-02,1362_4537,315,5-10 min,False
2018-01-02,1363_4536,545,5-10 min,False
2018-01-02,1363_4537,501,5-10 min,False
2018-01-02,1364_4536,403,5-10 min,False
2018-01-02,1364_4537,346,5-10 min,False
2018-01-02,1369_4538,707,10-15 min,True
2018-01-02,1370_4538,919,15+ min,True
2018-01-02,1372_4539,599,5-10 min,False
2018-01-02,1373_4539,371,5-10 min,False
2018-01-02,1373_4540,438,5-10 min,False
2018-01-02,1374_4522,556,5-10 min,False
2018-01-02,1376_4521,657,10-15 min,True
2018-01-02,1377_4521,436,5-10 min,False
2018-01-02,1377_4522,320,5-10 min,False
2018-01-02,1380_4532,384,5-10 min,False
2018-01-03,1350_4542,520,5-10 min,False
2018-01-03,1351_4536,338,5-10 min,False
2018-01-03,1351_4541,855,10-15 min,True
2018-01-03,1351_4542,364,5-10 min,False
2018-01-03,1351_4543,803,10-15 min,True
2018-01-03,1351_4544,574,5-10 min,False
2018-01-03,1352_4534,394,5-10 min,False
2018-01-03,1352_4541,363,5-10 min,False
2018-01-03,1352_4542,532,5-10 min,False
2018-01-03,1352_4543,517,5-10 min,False
2018-01-03,1353_4533,421,5-10 min,False
2018-01-03,1353_4542,414,5-10 min,False
2018-01-03,1372_4522,361,5-10 min,False
2018-01-03,1378_4526,464,5-10 min,False
2018-01-03,1378_4527,305,5-10 min,False
2018-01-03,1381_4524,326,5-10 min,False
2018-01-04,1359_4544,383,5-10 min,False
2018-01-04,1359_4546,352,5-10 min,False
2018-01-04,1359_4551,550,5-10 min,False
2018-01-04,1360_4544,326,5-10 min,False
2018-01-04,1360_4549,897,10-15 min,True
2018-01-04,1360_4550,320,5-10 min,False
2018-01-04,1361_4547,1033,15+ min,True
2018-01-04,1361_4548,521,5-10 min,False
2018-01-04,1362_4536,356,5-10 min,False
2018-01-04,1362_4538,303,5-10 min,False
2018-01-04,1362_4539,358,5-10 min,False
2018-01-04,1362_4540,367,5-10 min,False
2018-01-04,1362_4545,419,5-10 min,False
2018-01-04,1362_4546,620,10-15 min,True
2018-01-04,1362_4547,380,5-10 min,False
2018-01-04,1362_4548,400,5-10 min,False
2018-01-04,1363_4540,376,5-10 min,False
2018-01-04,1363_4542,324,5-10 min,False
2018-01-04,1363_4544,540,5-10 min,False
2018-01-04,1363_4545,353,5-10 min,False
2018-01-04,1363_4547,342,5-10 min,False
2018-01-04,1364_4540,424,5-10 min,False
2018-01-04,1364_4541,303,5-10 min,False
2018-01-04,1364_4546,417,5-10 min,False
2018-01-04,1365_4534,536,5-10 min,False
2018-01-04,1365_4541,306,5-10 min,False
2018-01-04,1366_4531,501,5-10 min,False
2018-01-04,1366_4532,632,10-15 min,True
2018-01-04,1366_4533,353,5-10 min,False
2018-01-04,1366_4534,543,5-10 min,False
2018-01-04,1366_4537,873,10-15 min,True
2018-01-04,1367_4531,543,5-10 min,False
2018-01-04,1367_4532,369,5-10 min,False
2018-01-04,1367_4533,771,10-15 min,True
2018-01-04,1367_4534,547,5-10 min,False
2018-01-04,1367_4535,585,5-10 min,False
2018-01-04,1367_4536,317,5-10 min,False
2018-01-04,1367_4537,358,5-10 min,False
2018-01-04,1367_4538,519,5-10 min,False
2018-01-04,1368_4535,414,5-10 min,False
2018-01-04,1368_4536,417,5-10 min,False
2018-01-04,1368_4537,595,5-10 min,False
2018-01-04,1368_4538,615,10-15 min,True
2018-01-04,1369_4536,349,5-10 min,False
2018-01-04,1373_4538,649,10-15 min,True
2018-01-04,1377_4527,330,5-10 min,False
2018-01-04,1377_4531,525,5-10 min,False
2018-01-05,1343_4541,362,5-10 min,False
2018-01-05,1344_4540,365,5-10 min,False
2018-01-05,1344_4541,643,10-15 min,True
2018-01-05,1344_4542,525,5-10 min,False
2018-01-05,1344_4543,374,5-10 min,False
2018-01-05,1345_4538,1035,15+ min,True
2018-01-05,1345_4540,370,5-10 min,False
2018-01-05,1346_4540,418,5-10 min,False
2018-01-05,1348_4540,1086,15+ min,True
2018-01-05,1349_4536,316,5-10 min,False
2018-01-05,1350_4536,329,5-10 min,False
2018-01-05,1352_4529,305,5-10 min,False
2018-01-05,1352_4532,414,5-10 min,False
2018-01-05,1354_4533,309,5-10 min,False
2018-01-05,1355_4531,352,5-10 min,False
2018-01-05,1363_4524,375,5-10 min,False
2018-01-05,1364_4523,564,5-10 min,False
2018-01-05,1364_4524,526,5-10 min,False
2018-01-05,1364_4525,386,5-10 min,False
2018-01-05,1365_4534,443,5-10 min,False
2018-01-05,1366_4522,605,10-15 min,True
2018-01-05,1366_4523,937,15+ min,True
2018-01-05,1366_4525,460,5-10 min,False
2018-01-05,1366_4526,519,5-10 min,False
2018-01-05,1367_4522,337,5-10 min,False
2018-01-05,1367_4523,831,10-15 min,True
2018-01-05,1367_4524,583,5-10 min,False
2018-01-05,1367_4525,474,5-10 min,False
2018-01-05,1367_4526,363,5-10 min,False
2018-01-05,1368_4523,332,5-10 min,False
2018-01-05,1368_4524,435,5-10 min,False
2018-01-05,1368_4525,387,5-10 min,False
2018-01-05,1382_4527,321,5-10 min,False
2018-01-08,1369_4531,303,5-10 min,False
2018-01-08,1369_4532,494,5-10 min,False
2018-01-08,1369_4533,340,5-10 min,False
2018-01-08,1369_4538,438,5-10 min,False
2018-01-08,1370_4531,1128,15+ min,True
2018-01-08,1370_4532,1034,15+ min,True
2018-01-08,1370_4538,401,5-10 min,False
2018-01-09,1348_4546,630,10-15 min,True
2018-01-09,1348_4548,420,5-10 min,False
2018-01-09,1349_4544,380,5-10 min,False
2018-01-09,1349_4545,566,5-10 min,False
2018-01-09,1349_4546,1254,15+ min,True
2018-01-09,1349_4547,1659,15+ min,True
2018-01-09,1349_4548,729,10-15 min,True
2018-01-09,1349_4549,1168,15+ min,True
2018-01-09,1350_4542,328,5-10 min,False
2018-01-09,1350_4544,449,5-10 min,False
2018-01-09,1350_4547,508,5-10 min,False
2018-01-09,1350_4548,454,5-10 min,False
2018-01-09,1351_4543,686,10-15 min,True
2018-01-09,1352_4542,623,10-15 min,True
2018-01-09,1366_4531,822,10-15 min,True
2018-01-09,1368_4539,319,5-10 min,False
2018-01-09,1368_4540,312,5-10 min,False
2018-01-09,1369_4530,352,5-10 min,False
2018-01-09,1369_4538,690,10-15 min,True
2018-01-09,1369_4542,374,5-10 min,False
2018-01-09,1369_4543,316,5-10 min,False
2018-01-09,1370_4538,1047,15+ min,True
2018-01-09,1371_4541,467,5-10 min,False
2018-01-09,1372_4539,315,5-10 min,False
2018-01-10,1339_4577,320,5-10 min,False
2018-01-10,1354_4538,632,10-15 min,True
2018-01-10,1354_4539,613,10-15 min,True
2018-01-10,1354_4540,547,5-10 min,False
2018-01-10,1354_4541,910,15+ min,True
2018-01-10,1355_4538,692,10-15 min,True
2018-01-10,1355_4539,503,5-10 min,False
2018-01-10,1355_4540,1033,15+ min,True
2018-01-10,1355_4541,311,5-10 min,False
2018-01-10,1355_4542,320,5-10 min,False
2018-01-10,1356_4538,1346,15+ min,True
2018-01-10,1356_4539,386,5-10 min,False
2018-01-10,1357_4534,374,5-10 min,False
2018-01-10,1357_4538,327,5-10 min,False
2018-01-10,1362_4525,1916,15+ min,True
2018-01-10,1362_4526,1400,15+ min,True
2018-01-10,1363_4525,385,5-10 min,False
2018-01-10,1364_4525,346,5-10 min,False
2018-01-10,1364_4531,550,5-10 min,False
2018-01-10,1365_4531,330,5-10 min,False
2018-01-10,1365_4534,1376,15+ min,True
2018-01-10,1366_4531,301,5-10 min,False
2018-01-10,1367_4531,697,10-15 min,True
2018-01-10,1367_4538,619,10-15 min,True
2018-01-10,1368_4538,337,5-10 min,False
2018-01-11,1346_4541,881,10-15 min,True
2018-01-11,1354_4526,363,5-10 min,False
2018-01-11,1354_4527,394,5-10 min,False
2018-01-11,1358_4551,341,5-10 min,False
2018-01-11,1359_4550,411,5-10 min,False
2018-01-11,1359_4551,334,5-10 min,False
2018-01-11,1360_4538,400,5-10 min,False
2018-01-11,1360_4540,346,5-10 min,False
2018-01-11,1360_4541,350,5-10 min,False
2018-01-11,1360_4544,425,5-10 min,False
2018-01-11,1360_4545,348,5-10 min,False
2018-01-11,1360_4549,339,5-10 min,False
2018-01-11,1361_4534,350,5-10 min,False
2018-01-11,1361_4536,542,5-10 min,False
2018-01-11,1361_4537,502,5-10 min,False
2018-01-11,1361_4543,303,5-10 min,False
2018-01-11,1361_4544,407,5-10 min,False
2018-01-11,1361_4545,317,5-10 min,False
2018-01-11,1361_4548,432,5-10 min,False
2018-01-11,1362_4544,392,5-10 min,False
2018-01-11,1362_4547,771,10-15 min,True
2018-01-11,1362_4548,1215,15+ min,True
2018-01-11,1363_4543,303,5-10 min,False
2018-01-11,1365_4534,501,5-10 min,False
2018-01-11,1366_4545,341,5-10 min,False
2018-01-11,1368_4531,361,5-10 min,False
2018-01-11,1368_4538,351,5-10 min,False
2018-01-11,1369_4531,376,5-10 min,False
2018-01-11,1369_4533,390,5-10 min,False
2018-01-11,1369_4538,318,5-10 min,False
2018-01-11,1370_4538,401,5-10 min,False
2018-01-11,1371_4524,968,15+ min,True
2018-01-11,1371_4533,355,5-10 min,False
2018-01-11,1371_4534,307,5-10 min,False
2018-01-11,1372_4527,456,5-10 min,False
2018-01-11,1372_4528,845,10-15 min,True
2018-01-11,1378_4534,372,5-10 min,False
2018-01-11,1379_4534,332,5-10 min,False
2018-01-11,1380_4533,325,5-10 min,False
2018-01-12,1348_4540,1632,15+ min,True
2018-01-12,1349_4536,511,5-10 min,False
2018-01-12,1352_4532,420,5-10 min,False
2018-01-12,1353_4543,367,5-10 min,False
2018-01-12,1353_4544,388,5-10 min,False
2018-01-12,1354_4527,311,5-10 min,False
2018-01-12,1354_4545,360,5-10 min,False
2018-01-12,1367_4531,448,5-10 min,False
2018-01-12,1376_4522,371,5-10 min,False
2018-01-12,1377_4521,317,5-10 min,False
2018-01-12,1377_4522,518,5-10 min,False
2018-01-15,1342_4543,388,5-10 min,False
2018-01-15,1342_4544,528,5-10 min,False
2018-01-15,1342_4545,404,5-10 min,False
2018-01-15,1343_4543,483,5-10 min,False
2018-01-15,1343_4544,512,5-10 min,False
2018-01-15,1344_4543,607,10-15 min,True
2018-01-15,1344_4544,608,10-15 min,True
2018-01-15,1344_4546,486,5-10 min,False
2018-01-15,1345_4539,434,5-10 min,False
2018-01-15,1345_4541,699,10-15 min,True
2018-01-15,1345_4542,392,5-10 min,False
2018-01-15,1345_4545,861,10-15 min,True
2018-01-15,1346_4540,746,10-15 min,True
2018-01-15,1346_4541,534,5-10 min,False
2018-01-15,1346_4542,349,5-10 min,False
2018-01-15,1347_4545,321,5-10 min,False
2018-01-15,1348_4539,448,5-10 min,False
2018-01-15,1349_4534,568,5-10 min,False
2018-01-15,1350_4530,709,10-15 min,True
2018-01-15,1351_4530,387,5-10 min,False
2018-01-15,1353_4530,355,5-10 min,False
2018-01-15,1353_4534,348,5-10 min,False
2018-01-15,1354_4526,423,5-10 min,False
2018-01-15,1354_4527,373,5-10 min,False
2018-01-15,1355_4526,345,5-10 min,False
2018-01-15,1355_4531,310,5-10 min,False
2018-01-15,1365_4534,605,10-15 min,True
2018-01-15,1370_4538,399,5-10 min,False
2018-01-15,1376_4529,358,5-10 min,False
2018-01-15,1377_4530,307,5-10 min,False
2018-01-15,1377_4531,425,5-10 min,False
2018-01-15,1378_4530,534,5-10 min,False
2018-01-15,1378_4531,425,5-10 min,False
2018-01-15,1378_4534,367,5-10 min,False
2018-01-15,1379_4531,321,5-10 min,False
2018-01-15,1379_4532,310,5-10 min,False
2018-01-15,1381_4530,317,5-10 min,False
2018-01-15,1382_4526,898,10-15 min,True
2018-01-15,1382_4527,608,10-15 min,True
2018-01-15,1382_4528,377,5-10 min,False
2018-01-15,1382_4529,540,5-10 min,False
2018-01-15,1382_4531,307,5-10 min,False
2018-01-16,1349_4543,362,5-10 min,False
2018-01-16,1349_4544,379,5-10 min,False
2018-01-16,1349_4547,594,5-10 min,False
2018-01-16,1350_4543,315,5-10 min,False
2018-01-16,1350_4547,388,5-10 min,False
2018-01-16,1351_4542,331,5-10 min,False
2018-01-16,1351_4545,483,5-10 min,False
2018-01-16,1351_4549,602,10-15 min,True
2018-01-16,1351_4550,301,5-10 min,False
2018-01-16,1352_4543,415,5-10 min,False
2018-01-16,1352_4546,496,5-10 min,False
2018-01-16,1353_4543,621,10-15 min,True
2018-01-16,1353_4544,440,5-10 min,False
2018-01-16,1353_4546,417,5-10 min,False
2018-01-16,1354_4542,316,5-10 min,False
2018-01-16,1354_4543,1057,15+ min,True
2018-01-16,1354_4544,857,10-15 min,True
2018-01-16,1354_4545,483,5-10 min,False
2018-01-16,1355_4543,364,5-10 min,False
2018-01-16,1356_4534,369,5-10 min,False
2018-01-16,1357_4534,1577,15+ min,True
2018-01-16,1361_4538,326,5-10 min,False
2018-01-16,1362_4540,575,5-10 min,False
2018-01-16,1363_4532,314,5-10 min,False
2018-01-16,1363_4540,309,5-10 min,False
2018-01-16,1363_4544,380,5-10 min,False
2018-01-16,1364_4539,379,5-10 min,False
2018-01-16,1365_4531,315,5-10 min,False
2018-01-16,1365_4533,353,5-10 min,False
2018-01-16,1365_4534,884,10-15 min,True
2018-01-16,1365_4539,336,5-10 min,False
2018-01-16,1368_4539,1174,15+ min,True
2018-01-16,1368_4540,318,5-10 min,False
2018-01-16,1369_4538,631,10-15 min,True
2018-01-16,1369_4542,349,5-10 min,False
2018-01-16,1369_4543,314,5-10 min,False
2018-01-16,1370_4538,1193,15+ min,True
2018-01-16,1371_4540,341,5-10 min,False
2018-01-16,1371_4541,308,5-10 min,False
2018-01-17,1350_4536,415,5-10 min,False
2018-01-17,1350_4537,328,5-10 min,False
2018-01-17,1351_4535,537,5-10 min,False
2018-01-17,1351_4536,624,10-15 min,True
2018-01-17,1352_4533,336,5-10 min,False
2018-01-17,1352_4534,365,5-10 min,False
2018-01-17,1354_4526,328,5-10 min,False
2018-01-17,1354_4527,425,5-10 min,False
2018-01-17,1356_4539,307,5-10 min,False
2018-01-17,1356_4541,335,5-10 min,False
2018-01-17,1357_4532,562,5-10 min,False
2018-01-17,1357_4533,399,5-10 min,False
2018-01-17,1357_4534,660,10-15 min,True
2018-01-17,1357_4535,862,10-15 min,True
2018-01-17,1357_4536,668,10-15 min,True
2018-01-17,1357_4537,570,5-10 min,False
2018-01-17,1357_4538,664,10-15 min,True
2018-01-17,1365_4534,856,10-15 min,True
2018-01-17,1377_4522,620,10-15 min,True
2018-01-17,1378_4525,383,5-10 min,False
2018-01-17,1382_4527,470,5-10 min,False
2018-01-18,1363_4536,304,5-10 min,False
2018-01-18,1375_4531,358,5-10 min,False
2018-01-19,1342_4544,407,5-10 min,False
2018-01-19,1343_4541,638,10-15 min,True
2018-01-19,1343_4543,426,5-10 min,False
2018-01-19,1344_4539,325,5-10 min,False
2018-01-19,1344_4544,380,5-10 min,False
2018-01-19,1345_4545,657,10-15 min,True
2018-01-19,1346_4540,365,5-10 min,False
2018-01-19,1346_4545,634,10-15 min,True
2018-01-19,1348_4540,1116,15+ min,True
2018-01-19,1353_4527,311,5-10 min,False
2018-01-19,1355_4527,321,5-10 min,False
2018-01-19,1364_4523,483,5-10 min,False
2018-01-19,1364_4524,492,5-10 min,False
2018-01-19,1366_4522,455,5-10 min,False
2018-01-19,1366_4523,545,5-10 min,False
2018-01-19,1366_4525,304,5-10 min,False
2018-01-19,1367_4522,337,5-10 min,False
2018-01-19,1367_4523,450,5-10 min,False
2018-01-19,1367_4524,363,5-10 min,False
2018-01-19,1368_4523,477,5-10 min,False
2018-01-19,1368_4524,304,5-10 min,False
2018-01-19,1374_4521,336,5-10 min,False
2018-01-22,1342_4544,607,10-15 min,True
2018-01-22,1343_4540,313,5-10 min,False
2018-01-22,1343_4542,376,5-10 min,False
2018-01-22,1343_4543,991,15+ min,True
2018-01-22,1343_4544,465,5-10 min,False
2018-01-22,1344_4538,395,5-10 min,False
2018-01-22,1344_4539,1183,15+ min,True
2018-01-22,1344_4540,439,5-10 min,False
2018-01-22,1344_4544,638,10-15 min,True
2018-01-22,1345_4541,515,5-10 min,False
2018-01-22,1345_4542,494,5-10 min,False
2018-01-22,1345_4543,844,10-15 min,True
2018-01-22,1345_4544,605,10-15 min,True
2018-01-22,1345_4545,445,5-10 min,False
2018-01-22,1346_4540,367,5-10 min,False
2018-01-22,1346_4541,564,5-10 min,False
2018-01-22,1346_4542,301,5-10 min,False
2018-01-22,1346_4543,451,5-10 min,False
2018-01-22,1346_4544,339,5-10 min,False
2018-01-22,1347_4540,383,5-10 min,False
2018-01-22,1347_4541,445,5-10 min,False
2018-01-22,1347_4544,449,5-10 min,False
2018-01-22,1348_4531,435,5-10 min,False
2018-01-22,1348_4532,395,5-10 min,False
2018-01-22,1348_4541,495,5-10 min,False
2018-01-22,1348_4542,745,10-15 min,True
2018-01-22,1348_4543,1145,15+ min,True
2018-01-22,1349_4530,301,5-10 min,False
2018-01-22,1349_4531,448,5-10 min,False
2018-01-22,1349_4541,339,5-10 min,False
2018-01-22,1350_4530,516,5-10 min,False
2018-01-22,1351_4533,428,5-10 min,False
2018-01-22,1351_4534,474,5-10 min,False
2018-01-22,1352_4532,528,5-10 min,False
2018-01-22,1352_4533,361,5-10 min,False
2018-01-22,1354_4526,376,5-10 min,False
2018-01-22,1354_4527,472,5-10 min,False
2018-01-22,1363_4524,385,5-10 min,False
2018-01-22,1363_4525,335,5-10 min,False
2018-01-22,1364_4525,446,5-10 min,False
2018-01-22,1365_4531,479,5-10 min,False
2018-01-22,1365_4532,327,5-10 min,False
2018-01-22,1365_4534,529,5-10 min,False
2018-01-22,1366_4527,445,5-10 min,False
2018-01-22,1366_4530,318,5-10 min,False
2018-01-22,1366_4531,306,5-10 min,False
2018-01-22,1366_4532,341,5-10 min,False
2018-01-22,1366_4533,351,5-10 min,False
2018-01-22,1366_4534,399,5-10 min,False
2018-01-22,1367_4525,320,5-10 min,False
2018-01-22,1367_4526,374,5-10 min,False
2018-01-22,1367_4530,306,5-10 min,False
2018-01-22,1368_4527,415,5-10 min,False
2018-01-22,1369_4528,441,5-10 min,False
2018-01-22,1369_4529,350,5-10 min,False
2018-01-22,1369_4530,549,5-10 min,False
2018-01-22,1369_4538,706,10-15 min,True
2018-01-22,1370_4538,518,5-10 min,False
2018-01-23,1349_4543,557,5-10 min,False
2018-01-23,1349_4544,397,5-10 min,False
2018-01-23,1350_4542,729,10-15 min,True
2018-01-23,1350_4543,792,10-15 min,True
2018-01-23,1351_4541,797,10-15 min,True
2018-01-23,1351_4542,648,10-15 min,True
2018-01-23,1351_4543,503,5-10 min,False
2018-01-23,1352_4541,448,5-10 min,False
2018-01-23,1352_4542,315,5-10 min,False
2018-01-23,1353_4542,514,5-10 min,False
2018-01-23,1353_4543,1382,15+ min,True
2018-01-23,1353_4544,1020,15+ min,True
2018-01-23,1354_4543,1446,15+ min,True
2018-01-23,1354_4544,1278,15+ min,True
2018-01-23,1354_4545,970,15+ min,True
2018-01-23,1355_4543,794,10-15 min,True
2018-01-23,1355_4544,786,10-15 min,True
2018-01-23,1362_4533,425,5-10 min,False
2018-01-23,1362_4534,330,5-10 min,False
2018-01-23,1362_4535,486,5-10 min,False
2018-01-23,1362_4536,465,5-10 min,False
2018-01-23,1362_4537,387,5-10 min,False
2018-01-23,1362_4540,511,5-10 min,False
2018-01-23,1363_4540,414,5-10 min,False
2018-01-23,1364_4531,345,5-10 min,False
2018-01-23,1364_4539,720,10-15 min,True
2018-01-23,1365_4531,330,5-10 min,False
2018-01-23,1365_4534,663,10-15 min,True
2018-01-23,1365_4539,679,10-15 min,True
2018-01-23,1366_4531,382,5-10 min,False
2018-01-23,1367_4533,407,5-10 min,False
2018-01-23,1368_4538,314,5-10 min,False
2018-01-23,1369_4531,366,5-10 min,False
2018-01-23,1369_4538,700,10-15 min,True
2018-01-23,1369_4539,682,10-15 min,True
2018-01-23,1369_4542,346,5-10 min,False
2018-01-23,1369_4543,316,5-10 min,False
2018-01-23,1370_4538,1181,15+ min,True
2018-01-23,1370_4542,400,5-10 min,False
2018-01-23,1371_4541,370,5-10 min,False
2018-01-23,1376_4536,474,5-10 min,False
2018-01-23,1376_4537,320,5-10 min,False
2018-01-24,1348_4532,322,5-10 min,False
2018-01-24,1349_4536,535,5-10 min,False
2018-01-24,1349_4537,341,5-10 min,False
2018-01-24,1351_4534,340,5-10 min,False
2018-01-24,1352_4529,336,5-10 min,False
2018-01-24,1352_4531,308,5-10 min,False
2018-01-24,1352_4532,454,5-10 min,False
2018-01-24,1353_4530,362,5-10 min,False
2018-01-24,1353_4532,303,5-10 min,False
2018-01-24,1353_4533,449,5-10 min,False
2018-01-24,1354_4527,333,5-10 min,False
2018-01-24,1354_4530,474,5-10 min,False
2018-01-24,1354_4532,337,5-10 min,False
2018-01-24,1354_4533,501,5-10 min,False
2018-01-24,1354_4537,792,10-15 min,True
2018-01-24,1354_4538,461,5-10 min,False
2018-01-24,1354_4539,491,5-10 min,False
2018-01-24,1354_4540,1031,15+ min,True
2018-01-24,1354_4541,942,15+ min,True
2018-01-24,1355_4537,338,5-10 min,False
2018-01-24,1355_4538,1353,15+ min,True
2018-01-24,1355_4539,357,5-10 min,False
2018-01-24,1355_4540,1161,15+ min,True
2018-01-24,1355_4541,338,5-10 min,False
2018-01-24,1355_4542,358,5-10 min,False
2018-01-24,1356_4534,2116,15+ min,True
2018-01-24,1356_4537,337,5-10 min,False
2018-01-24,1356_4538,2000,15+ min,True
2018-01-24,1356_4539,564,5-10 min,False
2018-01-24,1365_4534,312,5-10 min,False
2018-01-24,1377_4527,881,10-15 min,True
2018-01-24,1377_4528,1223,15+ min,True
2018-01-24,1377_4529,377,5-10 min,False
2018-01-24,1377_4531,333,5-10 min,False
2018-01-24,1378_4528,739,10-15 min,True
2018-01-24,1378_4529,311,5-10 min,False
2018-01-24,1382_4530,319,5-10 min,False
2018-01-25,1359_4544,372,5-10 min,False
2018-01-25,1359_4550,538,5-10 min,False
2018-01-25,1359_4551,604,10-15 min,True
2018-01-25,1360_4539,306,5-10 min,False
2018-01-25,1360_4540,408,5-10 min,False
2018-01-25,1360_4541,561,5-10 min,False
2018-01-25,1360_4542,429,5-10 min,False
2018-01-25,1360_4549,1287,15+ min,True
2018-01-25,1360_4550,635,10-15 min,True
2018-01-25,1360_4551,529,5-10 min,False
2018-01-25,1361_4534,352,5-10 min,False
2018-01-25,1361_4536,403,5-10 min,False
2018-01-25,1361_4537,640,10-15 min,True
2018-01-25,1361_4538,456,5-10 min,False
2018-01-25,1361_4547,1165,15+ min,True
2018-01-25,1361_4548,664,10-15 min,True
2018-01-25,1361_4550,392,5-10 min,False
2018-01-25,1361_4551,454,5-10 min,False
2018-01-25,1362_4532,390,5-10 min,False
2018-01-25,1362_4534,363,5-10 min,False
2018-01-25,1362_4535,300,<5 min,False
2018-01-25,1362_4536,344,5-10 min,False
2018-01-25,1362_4537,377,5-10 min,False
2018-01-25,1362_4538,375,5-10 min,False
2018-01-25,1362_4539,301,5-10 min,False
2018-01-25,1362_4540,487,5-10 min,False
2018-01-25,1362_4542,327,5-10 min,False
2018-01-25,1362_4545,559,5-10 min,False
2018-01-25,1362_4546,989,15+ min,True
2018-01-25,1363_4532,308,5-10 min,False
2018-01-25,1363_4540,312,5-10 min,False
2018-01-25,1363_4544,537,5-10 min,False
2018-01-25,1363_4545,442,5-10 min,False
2018-01-25,1368_4533,360,5-10 min,False
2018-01-25,1368_4534,567,5-10 min,False
2018-01-25,1369_4533,542,5-10 min,False
2018-01-25,1370_4533,633,10-15 min,True
2018-01-25,1370_4538,328,5-10 min,False
2018-01-25,1371_4535,633,10-15 min,True
2018-01-25,1374_4523,589,5-10 min,False
2018-01-25,1375_4522,515,5-10 min,False
2018-01-25,1375_4523,2115,15+ min,True
2018-01-25,1375_4525,401,5-10 min,False
2018-01-25,1376_4522,626,10-15 min,True
2018-01-25,1377_4522,442,5-10 min,False
2018-01-25,1378_4523,426,5-10 min,False
2018-01-25,1379_4524,334,5-10 min,False
2018-01-25,1379_4525,480,5-10 min,False
2018-01-25,1379_4526,347,5-10 min,False
2018-01-26,1344_4542,832,10-15 min,True
2018-01-26,1344_4543,623,10-15 min,True
2018-01-26,1344_4544,569,5-10 min,False
2018-01-26,1345_4540,773,10-15 min,True
2018-01-26,1345_4541,486,5-10 min,False
2018-01-26,1346_4540,380,5-10 min,False
2018-01-26,1346_4541,430,5-10 min,False
2018-01-26,1346_4545,337,5-10 min,False
2018-01-26,1348_4535,351,5-10 min,False
2018-01-26,1348_4540,1489,15+ min,True
2018-01-26,1349_4536,335,5-10 min,False
2018-01-26,1352_4529,394,5-10 min,False
2018-01-26,1352_4531,372,5-10 min,False
2018-01-26,1353_4530,330,5-10 min,False
2018-01-26,1354_4526,300,<5 min,False
2018-01-26,1354_4532,310,5-10 min,False
2018-01-26,1355_4531,539,5-10 min,False
2018-01-26,1356_4531,541,5-10 min,False
2018-01-26,1357_4531,321,5-10 min,False
2018-01-26,1365_4533,359,5-10 min,False
2018-01-26,1365_4534,982,15+ min,True
2018-01-26,1366_4534,442,5-10 min,False
2018-01-26,1367_4531,433,5-10 min,False
2018-01-26,1367_4541,504,5-10 min,False
2018-01-26,1377_4524,600,5-10 min,True
2018-01-26,1377_4525,534,5-10 min,False
2018-01-26,1378_4524,695,10-15 min,True
2018-01-26,1378_4525,1473,15+ min,True
2018-01-26,1378_4526,317,5-10 min,False
2018-01-26,1378_4532,321,5-10 min,False
2018-01-26,1378_4534,369,5-10 min,False
2018-01-26,1379_4526,416,5-10 min,False
2018-01-26,1379_4527,373,5-10 min,False
